movie,duration,metascore,gross,critic_reviews,awards_wins,popularity,awards_nominations,golden_globes_nominated,oscar_nominated
Guardians of the Galaxy Vol. 2,136,67.0,389810000.0,523.0,1,66.0,2,0,1
Mustang,97,83.0,840000.0,229.0,0,3004.0,7,1,1
Manchester by the Sea,137,96.0,35160000.0,277.0,18,32.0,71,5,1
Green Room,95,79.0,3220000.0,375.0,0,259.0,0,0,0
A Man Called Ove,116,69.0,54608.0,85.0,0,488.0,0,0,1
Florence Foster Jenkins,111,71.0,27370107.0,213.0,3,188.0,17,4,1
13 Hours,144,48.0,52822418.0,225.0,0,161.0,0,0,1
Molly's Game,140,71.0,25900000.0,243.0,0,23.0,12,2,1
Tanna,100,74.0,10000.0,27.0,0,1820.0,0,0,1
The Witch,92,83.0,25140000.0,474.0,2,166.0,7,0,0
Embrace of the Serpent,125,82.0,1320000.0,194.0,0,3573.0,0,0,1
Kubo and the Two Strings,101,83.0,48019281.0,246.0,3,147.0,10,1,1
20th Century Women,119,83.0,130467.0,100.0,0,201.0,10,2,1
Why Him?,111,39.0,51830000.0,107.0,0,51.0,0,0,0
The Girl with All the Gifts,111,69.0,,101.0,1,48.0,4,0,0
Nocturnal Animals,116,67.0,10430000.0,337.0,2,34.0,40,3,1
Darkest Hour,125,75.0,45200000.0,286.0,10,8.0,24,1,1
Patriots Day,133,69.0,14680000.0,130.0,0,8.0,0,0,0
Loving,123,79.0,159615.0,199.0,0,117.0,14,2,1
Collateral Beauty,97,23.0,29850000.0,131.0,1,64.0,2,0,0
Hidden Figures,127,74.0,61890000.0,148.0,3,9.0,23,2,1
Lady Bird,94,94.0,41610000.0,209.0,11,20.0,51,4,1
Split,117,76.0,,193.0,0,3.0,1,0,0
Moonlight,111,99.0,11480000.0,217.0,24,15.0,79,6,1
Dunkirk,106,94.0,188370000.0,580.0,9,26.0,43,3,1
"Three Billboards Outside Ebbing, Missouri",115,88.0,37250000.0,408.0,22,4.0,57,6,1
Get Out,104,84.0,175850000.0,633.0,17,15.0,46,2,1
Jim: The James Foley Story,111,73.0,,19.0,0,,0,0,1
All the Money in the World,132,72.0,24530000.0,193.0,0,51.0,4,3,1
Marshall,118,66.0,10050000.0,67.0,1,301.0,2,0,1
The Big Sick,120,86.0,42870000.0,300.0,3,82.0,21,0,1
"I, Tonya",120,77.0,18900000.0,185.0,10,14.0,36,3,1
The Shape of Water,123,86.0,37900000.0,594.0,22,1.0,81,7,1
The Florida Project,111,92.0,5660000.0,226.0,8,71.0,23,1,1
Call Me by Your Name,132,93.0,11300000.0,300.0,15,7.0,55,3,1
Phantom Thread,130,90.0,10710000.0,180.0,9,11.0,30,2,1
Victoria & Abdul,111,58.0,22250000.0,164.0,1,151.0,5,1,1
"Roman J. Israel, Esq.",122,58.0,11940000.0,86.0,0,115.0,2,1,1
The Post,116,83.0,58790000.0,291.0,0,6.0,22,6,1
